pattern_id,normalized_pattern,example_source,count,sample_seg_ids
pattern_05d2f19c034a086a,Differentiate: f(x) = (5x -{n})(-2x +{n}),Differentiate:  f(x) = (5x -2)(-2x +3),2,d90f416a6a6f7e5fb1df1c76fe51023fb8563dbaf182d3ac1eb614fd2a814ade | 7087361125aff3b7271a1afcff3c57b468fe7ad49d99c01002834387232dbddc
pattern_7df44b79016a1b7c,Differentiate: f(x) = (5x -{n})(-5x -{n}),Differentiate:  f(x) = (5x -2)(-5x -2),2,dc16ff44a506d6f3dbcfcc1d60606c78ccfe3c1c4d95aef33ff66cf7bdd77d66 | cf14c4f8c616502b14a54620ede2ed4e5fdd0289beb2e35d7a915d8203e39af7
pattern_6e8fb41e583fec74,Differentiate: f(x) = sin(-1x -{n}),Differentiate:  f(x) = sin(-1x -1),2,57ea1e5d60f83006351862e593443ea81f89a1f38e8768272900283c9a69bfd4 | b83b132f55e24545f326a4cc034f89a48c1c78ac3d51099b80e6930253806a15
pattern_8222a62c84166aa2,Differentiate: f(x) = sin(6x +{n}),Differentiate:  f(x) = sin(6x +1),2,31a66306a57d09266e6592e75c68223189b81194bf1bf9199115f9028921f4bf | 55b1193f3a2b112b57a734ea46aae5020e55630c5d41c5e81a46bcae4c4076b5
pattern_18f561b0ee35d260,Evaluate 1x^{n} + 0x + {n} when x = {n}.,Evaluate 1x^2 + 0x + 16 when x = 1.,2,e2c21957a353a3f17a85cfb3933c61ac85a41206e54a2681fb8d5dd65c4e1de7 | 710ceb190ba9557ee29a6a40a633a1e4aa99880748c9dccbff080d25f4c2e46b
pattern_55e6775745af320c,Evaluate 1x^{n} + 0x - {n} when x = -{n}.,Evaluate 1x^2 + 0x - 10 when x = -2.,2,20d8849b87364c6895e7f455ef1bd297ecde867f0f1bdbaff12ad97b1397e4df | c111ed5b32c1f7002ef35511cc84a213829dca6920a47cea93581a661dce6051
pattern_74f79f05c7152a1f,Evaluate 1x^{n} + 0x - {n} when x = {n}.,Evaluate 1x^2 + 0x - 10 when x = 4.,2,8a8480d0e57adfd0ef8c3035d38ccadbb310db396cc56cf435639550816bbc7e | 700f6130286365dda529ba2bc223b5c0534900bba4a5b3e0245d79b093381ff9
pattern_c9582296746477d6,Evaluate 1x^{n} + 10x + {n} when x = -{n}.,Evaluate 1x^2 + 10x + 10 when x = -5.,2,785c7d1c213ee3eaf28d6ef1daacaa652bfd3c3b2ec981cbf2205a80c169203c | 190e33af33aa6b6845e290c7900abd5225e38fad45060a6583ae885fffd76e07
pattern_d5676ec77dac2726,Evaluate 1x^{n} + 10x - {n} when x = {n}.,Evaluate 1x^2 + 10x - 1 when x = 2.,2,a8df713dadbf1f9e21ec16ae533b0d7752134c884852860077cc38f4233fda49 | 024aed50f11a2f5157f35f8eef2e9f4ee0b400a44a8f67e069e3fb74766ab5f8
pattern_a7f6dbcc15beb3e7,Evaluate 1x^{n} + 3x + {n} when x = {n}.,Evaluate 1x^2 + 3x + 14 when x = 1.,2,30fab9e3be8ba667a375b0118665776ee7fdc6e26f9ee64a2631b06f2bf3d63b | 015a298ccef1e9d60f68784fa35304e15b858e52f1000bc78f377b58802c176f
pattern_69e43d874b15bd9d,Evaluate 1x^{n} + 4x - {n} when x = -{n}.,Evaluate 1x^2 + 4x - 17 when x = -4.,2,7fd214bd17a1f040fc37cecfba5b121ba29fb3042901d513ade3baab6c4484bc | 00c00b62135af0ff8b7f85e36e60ba9eb5a1ec2642b3f803a30f05ce549a41b2
pattern_dba96fbc3db61322,Evaluate 1x^{n} + 5x + {n} when x = -{n}.,Evaluate 1x^2 + 5x + 19 when x = -4.,2,0047e7e91cb630b546479b23a1a24c1d00335891022c3020728b1a94cef096ec | 9983321f9835b57aa9f02f8f80d12bfb415c97d0a93c19df23a15f084d670301
pattern_3acd252980d9be25,Evaluate 1x^{n} + 5x + {n} when x = {n}.,Evaluate 1x^2 + 5x + 12 when x = 5.,2,334138bcb604b8b3cf1d5d71941d07328bae0368adae8ddd279ea62dca11ec65 | f2871745ea404d148abef0fb9af7885efab3323c6a7a3e960fb570b42c383baf
pattern_3a5f9717cdf75183,Evaluate 1x^{n} + 6x + {n} when x = -{n}.,Evaluate 1x^2 + 6x + 11 when x = -4.,2,4f1206fb815304e71b5709ffafddd5c9819dd5615ca2fa06e08b5cc9bdee2e7f | 1e687859b175e6798387256e28069ee505bc19fbb4e0ab634cad02c3ed25eb56
pattern_863d4a1a6ddeeeb1,Evaluate 1x^{n} + 7x + {n} when x = {n}.,Evaluate 1x^2 + 7x + 8 when x = 6.,2,a0716bf4709e8a41cb4bdb782281d84615c17ba6ee7e315d1721b710cb79fcc9 | 21e8d0fc41ed9b96caab8280fb176d34815c2a4b52787170874d537b24fb5533
pattern_cf25c5b57b6bb3f8,Evaluate 1x^{n} + 8x - {n} when x = -{n}.,Evaluate 1x^2 + 8x - 15 when x = -3.,2,ee3e23e0ef3d63cd548fce94af187df829ab31830555384bac5d25d7cbc800cb | f3bb59685d1da46e2029bc77388daf83dc68e4b24f7cc88b01eedec328535265
pattern_bdecfca0447aa0f5,Evaluate 1x^{n} + 9x - {n} when x = -{n}.,Evaluate 1x^2 + 9x - 13 when x = -1.,2,60438dca6a11363042391e3ee540a647af9b2291d5bbcf9ff70e2c40054d267a | 1101bc85b50041cdbcad8c9d01c3b41420ee40fcf1b0bdd34cf898364e52fc43
pattern_f8aad3d3bc9decce,Evaluate 1x^{n} + 9x - {n} when x = {n}.,Evaluate 1x^2 + 9x - 12 when x = 5.,2,d3bbe9b664412eac2b39478c6ee46167ddb9cebe5499483923e76f1e4344320e | 3eb71c49d24f683f0ddcb7d5bf872534e105f3287e94263da2d7f2b7af64a62c
pattern_3ad536482a618471,Evaluate 1x^{n} - 10x - {n} when x = -{n}.,Evaluate 1x^2 - 10x - 12 when x = -6.,2,5706da3624da7b2dd163d16b8756177c730761e79ea7db5ef58f18763fcca758 | d89024d0a21617b3cdc2fef801371f6f230945e1ccab21d12085673320b01084
pattern_15c5526fa95d755a,Evaluate 1x^{n} - 1x - {n} when x = {n}.,Evaluate 1x^2 - 1x - 15 when x = 3.,2,1719aa5296929cde80ce720c740c61f279140124e552db208faf6454bbceb2f0 | dae3bc670e8233954b9c9016208a39fbbef7ccbb0e4c544d9ece6f178ae24d18
pattern_f636a8021d1ff30c,Evaluate 1x^{n} - 2x + {n} when x = -{n}.,Evaluate 1x^2 - 2x + 12 when x = -4.,2,6b3e96d476d206da4a62fa3ebde75d46c30bc162fad8d79faff0b0d694a5c7e9 | c78d54e4a5fed53849f293b604cc3397c59607991893aa3beae1b774fc15f9a6
pattern_357378b6dceef457,Evaluate 1x^{n} - 4x + {n} when x = -{n}.,Evaluate 1x^2 - 4x + 15 when x = -3.,2,da0d34058641f90c06bd48b37c12560e3e3733f20bea1cb4a8bf4ec6e40b46a4 | 7f9f45fb6e687b6603add6fc90de7fca89947ff492433b9e1900395a28d46afa
pattern_e106bc72ac8b5a17,Evaluate 1x^{n} - 4x - {n} when x = -{n}.,Evaluate 1x^2 - 4x - 12 when x = -1.,2,11489c2ebdb08bc4f46cf32da5ef90c70f6ceb7d45870a905a3dbb45fc98974b | 904f09fc62cadf642eebcc337735a38a272b6384228ec2fc335e781213a65b17
pattern_fd0f42795da09e7a,Evaluate 1x^{n} - 5x - {n} when x = {n}.,Evaluate 1x^2 - 5x - 18 when x = 1.,2,a4310af0c07a212ecc542e86979c5ee8d2958f197e13ae8d9d92da15f70b564e | dafe236061a3bac6e0b79978561c70ba067169955302e76f823fed5ca881adbe
pattern_403c677416d8c6bd,Evaluate 1x^{n} - 6x + {n} when x = {n}.,Evaluate 1x^2 - 6x + 20 when x = 4.,2,9de7dbc88084889939493400c4769679a47b9ae1440c31ff144570aa46ae156e | 4b838592482b7e1874da7805aa3e09982b5a049f8c8d91d22ba5137bd3cd4953
pattern_af8943bc9d16aa58,Evaluate 1x^{n} - 6x - {n} when x = {n}.,Evaluate 1x^2 - 6x - 19 when x = 2.,2,ae03037ee8d0f04a36ba7648076a80ee5d5e34a7cd1b4b7cdd892fba464ad4b5 | 89c485d05f4f0516ddfe191ea21069ab493bc36eb0a2200439ad5f7eb99b28c7
pattern_2d80ef70d8afab90,Evaluate 1x^{n} - 7x + {n} when x = {n}.,Evaluate 1x^2 - 7x + 14 when x = 1.,2,b8870d7e606191c25a05dcb23da058940c84fa4bcadd352bff9dc56d60a030f0 | 4dcc554f46607ed1b0c69d573163b36b36360a7741dc7021001e588f0765d517
pattern_3a226d9ad5a123be,Evaluate 2x^{n} + 0x + {n} when x = {n}.,Evaluate 2x^2 + 0x + 0 when x = 3.,2,b111d431dab9c2a6fcadaa1efe3fbf493d9098da28e4764e79367ae651271636 | 4d45a9ecc4d57adf35165303e308c4d03815586677d0481f4dea8b1ca2e80737
pattern_9bd7ac479f546180,Evaluate 2x^{n} + 0x - {n} when x = -{n}.,Evaluate 2x^2 + 0x - 14 when x = -4.,2,c6e380592d3608e61eb4e4df3eb198c92cde9c6102a20de0c75abe731df3d073 | d249dc1b752b9136c3e165913f17fdac0bfcd53561ecd9236ad7e6f4860cb5fd
pattern_8c81d2596a02e06e,Evaluate 2x^{n} + 10x + {n} when x = -{n}.,Evaluate 2x^2 + 10x + 12 when x = -3.,2,448e196588d75174d799bcb75479dca5b20253ae4d6d406e20895148ad3392c7 | 819a2ac392b30a09b4ba9afe7f1c680065216f1ff8d26708fa1a495dc6c1f7a0
pattern_7140af2b785f925d,Evaluate 2x^{n} + 10x + {n} when x = {n}.,Evaluate 2x^2 + 10x + 20 when x = 0.,2,9b080bfdf34701a60df17c1026d9d17cfa2a0279970d845aaf5d3bfd55fbcc54 | ec2c3c7aeb6fe495400290b37b0b12a573cb1d78525cc0ee215097ce5e63659f
pattern_f86bf10acb800e0c,Evaluate 2x^{n} + 1x - {n} when x = -{n}.,Evaluate 2x^2 + 1x - 13 when x = -2.,2,81ddcb2a7ee7927c34f0065fdde4df45a9ee0a5c1cfd36c579d76497bfee2333 | 75e1b86c7e70149e269f4ca51966f9495e070c3bbf99a270b2077bfdb1ac1efd
pattern_5f7ec9f749e45df7,Evaluate 2x^{n} + 2x + {n} when x = -{n}.,Evaluate 2x^2 + 2x + 0 when x = -6.,2,0ed5c777cfa7c57cbfaa547c002e03fc815b6a0d740cac5054a75452ca45cede | 4d719347967d388afaacd19582be9abd84185b5f7fdf729db69907b11266737d
pattern_b70d36764d0091a1,Evaluate 2x^{n} + 3x + {n} when x = -{n}.,Evaluate 2x^2 + 3x + 18 when x = -4.,2,2fa6dcd0acc8f3166fdb03233fc2d64751687d88a30caeabf0f2d9dfcc5bb7ec | 9427a796ea50383391268c20bf5ae4f29d3ce7cbd54c184189598226c9f5f565
pattern_76f91d38c441b969,Evaluate 2x^{n} + 3x - {n} when x = -{n}.,Evaluate 2x^2 + 3x - 11 when x = -1.,2,4f8b6b8c8e06bc59a3e6adfea58351c9ac4316ad4d0388f690d2904dd9c2ff56 | 65244a08a868fa48b3bcbdf36378da78dd71941a85aebd23eeab2410f4d617be
pattern_ecf770cff278377b,Evaluate 2x^{n} + 3x - {n} when x = {n}.,Evaluate 2x^2 + 3x - 13 when x = 0.,2,929ad634154595a09850b3bfc626391e572337825270333fd3794fb0182f3f98 | d3cad4a148288ce102a09f12d574c018be04c274b48ee44c80556162e383a538
pattern_fc258f66420468ca,Evaluate 2x^{n} + 5x - {n} when x = {n}.,Evaluate 2x^2 + 5x - 10 when x = 4.,2,b806f627be0a197946d5f329fcc167a4b24cee0075134f1733c00eac05634e3e | 272fbd148c3467740762a9878b7e62e6a666e9571a2d93508e7f3a7fe4a886a0
pattern_d23062d776b8bf9d,Evaluate 2x^{n} + 7x + {n} when x = -{n}.,Evaluate 2x^2 + 7x + 20 when x = -6.,2,ba78970f8aff463ce01961267c119b2ae78c17efe596126db92c31c369d74620 | d95890178406bb0e2b102c185c4b92db5ffe1713215cc5a36e7233236bbfe559
pattern_4c382f80fa9429d5,Evaluate 2x^{n} + 9x + {n} when x = {n}.,Evaluate 2x^2 + 9x + 1 when x = 4.,2,26b3c6a4721c7380d1fa338b7dae3c23c546f31a1070651f37c764af5d7ae02b | 1aad2814132fe1d258fb2ed331bc4d0e68c68e556eaa8bf8d94db006862aa962
pattern_478d96b18b64d341,Evaluate 2x^{n} + 9x - {n} when x = -{n}.,Evaluate 2x^2 + 9x - 13 when x = -6.,2,9a349ecbc6abcd226e76b9536ae347fa2d8f0d503568d60a885efdc515b131aa | ccbc7ebfb86977edd9f0283683c079fb8ab35f5b770d5e4f3b6dae309cba1dd8
pattern_47141bdf5cf99095,Evaluate 2x^{n} - 10x + {n} when x = -{n}.,Evaluate 2x^2 - 10x + 17 when x = -6.,2,aeb4254ca4773a605ddf90e490b2fa747a39ea3aeafd3de6a5eba65cf9b57e77 | 58c2a36aa307de259aac1301ff7db7ee1e074f97bd41847a71981519be3d0aa0
pattern_9409c084c9ed3674,Evaluate 2x^{n} - 10x - {n} when x = -{n}.,Evaluate 2x^2 - 10x - 16 when x = -3.,2,bd1eeca92b2aa5f0ea10972d9747834325b99cc5af5a6dc81619a7ff2a223aaa | b912a6cb6c42505680fcbc5f3f1e0db2f267d4f9d026c35bdb3c9d0322defb6b
pattern_52e5528cb2d1237f,Evaluate 2x^{n} - 1x - {n} when x = {n}.,Evaluate 2x^2 - 1x - 15 when x = 5.,2,c94f7f16fe0c7f378549bbfd054a646f8b0928ef58746c346a7f179f125b4fe2 | dd5f41e38527a9903e645bc45bb98ca37fdd76763eeb6ca7d513be01e81168cf
pattern_be582378a2ba3a42,Evaluate 2x^{n} - 2x + {n} when x = -{n}.,Evaluate 2x^2 - 2x + 15 when x = -1.,2,48fb8fa83f781d662e9eb8de618ba2a8420cc1930a25a63a8fa0e5b24f3f2dff | 77e45ac9092b7dd62106f8a7365aecae15be50d1c4431caaf0cbd5549e9c29a4
pattern_df349f0adf127586,Evaluate 2x^{n} - 3x - {n} when x = -{n}.,Evaluate 2x^2 - 3x - 14 when x = -3.,2,72cd24cbd44b1aa3056ed1c137cadfceffc5d02e0e08ed9d04f794f67f942159 | 30d53b04d218676e5686bcc59f022267f804bb3fa7a10f3d3711495f14f8cc28
pattern_8e6e1a9702193d4b,Evaluate 2x^{n} - 3x - {n} when x = {n}.,Evaluate 2x^2 - 3x - 20 when x = 1.,2,c63e7f14f7847b788c2d3379dd77e40c8afa96de2124a491f601737967767268 | 3e01acbc5579cec3f065f9e4037104d268259f382428aeab050cf108d60d8b7c
pattern_390ed998efff8fca,Evaluate 2x^{n} - 4x + {n} when x = -{n}.,Evaluate 2x^2 - 4x + 15 when x = -3.,2,66999c305307adce7dc3bcb0ad0366b9cebdc5efa23e2500a85841c81be777a3 | 54828108ddf3e2bfa72d570810e0bae20f67c75177f3705539ae2adc53a8b368
pattern_45df99b3f59d51b0,Evaluate 2x^{n} - 5x + {n} when x = {n}.,Evaluate 2x^2 - 5x + 2 when x = 4.,2,d6186fcbcc4813304aadfd1b72b3fc84a5cfdc48ad8179ecb721da74d7fb09a8 | 4ad492dae7820e226c668261743e1ff99ab4b7c8c1b3cfffa3c4f440c2268bf3
pattern_02417d9aa4d34a1a,Evaluate 2x^{n} - 6x + {n} when x = {n}.,Evaluate 2x^2 - 6x + 13 when x = 2.,2,925a56f57da63778a2f3ae7b70c43cd6b62a6774a3ab743d01425289d2b716c4 | 4042a4c2352bc6e6223c3779c398ed9f6d2bdb7da0d0caaccd10ff661017b92a
pattern_4e6dcb0ec30072c1,Evaluate 2x^{n} - 6x - {n} when x = -{n}.,Evaluate 2x^2 - 6x - 16 when x = -4.,2,9452cd4ea09ff984e8caa1a1b1158dc7de13d84003f1dd1ac3362eb7a6fa0191 | 2c0e362fdc69d75d7adf0a19581505c888a4ec5e257a80616f1ed4e797ab0d06
pattern_e389bef942f0481a,Evaluate 2x^{n} - 7x - {n} when x = -{n}.,Evaluate 2x^2 - 7x - 14 when x = -4.,2,206b018c328c8570c9b2a7985ade3f5360c237b8d5fc36dc4b1d53d16e5866ad | 9d4a298d32939c01a6fd98177ec6465271979b572f2f870440b4100af3b13beb
pattern_2716bcac8b5cb362,Evaluate 2x^{n} - 9x + {n} when x = -{n}.,Evaluate 2x^2 - 9x + 17 when x = -5.,2,096f7d143ad2d26bfb3bc5d26be396dee22f864524dc696cce155a37650067c1 | 0eb88d95837efca9cf875a7d011469523d581e79f70b36885f5e383d9fab764e
pattern_b2ccd60901369561,Evaluate 2x^{n} - 9x - {n} when x = {n}.,Evaluate 2x^2 - 9x - 13 when x = 5.,2,f6e79a4227912710c2e9e42f87ba9940f07c408bf98029b7664c40eb2cacfe57 | 865b17567225d6a4fe66f66b1f049b607402801e668570185b973de689219003
pattern_06e8fc209040bf03,Evaluate 3x^{n} + 0x + {n} when x = -{n}.,Evaluate 3x^2 + 0x + 15 when x = -1.,2,692d2d7dd4d43db57ec760309936cd94672ba619439d43c12a4716b46054e6b9 | 3b9e635ce3b9b13aff14ad6c3deff1b24f6566e000fdea737c0e2d2a17d3305b
pattern_1ee483ff9e1c8fa8,Evaluate 3x^{n} + 0x + {n} when x = {n}.,Evaluate 3x^2 + 0x + 0 when x = 1.,2,72ef26ad3d1cec461c39470bf4034faaa2f023a3e2b7c7033e197f1005d1d6c3 | 3281c45dc51ff1155e735dbeb628ee5c96884b646f2436c085d930a841b9f645
pattern_27d110a64ff97343,Evaluate 3x^{n} + 10x - {n} when x = -{n}.,Evaluate 3x^2 + 10x - 17 when x = -4.,2,a4e3b2812db469cbc1df745aa739ce880d8771934cd2e70ae943e5e1312664f3 | fd62783fe884dff43d7a2d13fd5d8bdafe05aa857585ceb586a905f981cc3ca4
pattern_389ac748d5c3e50d,Evaluate 3x^{n} + 10x - {n} when x = {n}.,Evaluate 3x^2 + 10x - 20 when x = 1.,2,398a2726264928d418bfb224fb161b04e5d527e2e934226d0aaef64e7d914f80 | f7c27a3d7dc476a75eafa820492808212df76c24d07dbef598acec62dcfc912f
pattern_2c323a0ed8fa5acd,Evaluate 3x^{n} + 1x - {n} when x = -{n}.,Evaluate 3x^2 + 1x - 20 when x = -3.,2,22015a4aead4c46d64262b0ab278399558cfcf916db7e4d643aeda70cf8d382f | 5e505b4a4656ec4764798a06ca366477fff9d047a5ca5bacba3144c84e86031e
pattern_70dc7755f7ec6444,Evaluate 3x^{n} + 1x - {n} when x = {n}.,Evaluate 3x^2 + 1x - 19 when x = 1.,2,127344dceca2f89bdb730af84182544b85463dd0e79d2b9b63148c65a0060500 | dcf9b7151b8fcadde8f1a7384715f8a7bdc9bf182b08e0d67322dd1cc8e71dfd
pattern_1acde051cf34e321,Evaluate 3x^{n} + 2x + {n} when x = -{n}.,Evaluate 3x^2 + 2x + 12 when x = -2.,2,bf00adec79c45c54e2637e8078934b6769cfd8821bb8c76eb183983c6bec23d1 | 9230bc4f5d612fe71af66c5caa5c456402610334033c13898c9c2cd5484442b4
pattern_713f4d345247a932,Evaluate 3x^{n} + 2x - {n} when x = -{n}.,Evaluate 3x^2 + 2x - 20 when x = -6.,2,e15ad7635489fc8566c144c8fd7b903cf73375e5d89d5830736927b1e27ac933 | 0d39493e977595d61cf8197b2760ee94b60f7464e305329d3f05d939af64b647
pattern_c570ba7f6e71ffe9,Evaluate 3x^{n} + 3x + {n} when x = -{n}.,Evaluate 3x^2 + 3x + 20 when x = -2.,2,980f3782626b1febf2e9c257bc2c6b10a10099b4d9310ca99c7b98cac18086bb | 860fe9f6ea6e6e0199d5e964f432464b66d55feedf2df6c8556b7a3cbd74852e
pattern_c8a77278270e7983,Evaluate 3x^{n} + 4x + {n} when x = -{n}.,Evaluate 3x^2 + 4x + 3 when x = -6.,2,f6d4f7c9d9e604a665dbedef76259b076236cf18a5b15519702a71dffdba4ac4 | 6f89f3c561fefb81c3b3c4818f3ecbbd468199f9adf4df5bbec7f205897106fb
pattern_f774c36d7698f841,Evaluate 3x^{n} + 5x + {n} when x = {n}.,Evaluate 3x^2 + 5x + 10 when x = 6.,2,1fa5f593ee94079f9cc693928b56c07f6d83d750d7bed5f28f8ab4b15f3116ad | 26df286b8b168656615fc31c2c74e081df7a90ae4d5ee4cd351974d87d4258e7
pattern_cdfbd3880d52072d,Evaluate 3x^{n} + 6x + {n} when x = {n}.,Evaluate 3x^2 + 6x + 1 when x = 2.,2,8b5313c4347a88cdba7f3ec50a79ab1f813adf37d477c9eb1e88c777c54f85ae | f410cc3f6e319371bd22d75cb613dfb978e49d3873a912fe0a0ca231e3cacb97
pattern_532c1e7ade566c0c,Evaluate 3x^{n} + 7x + {n} when x = -{n}.,Evaluate 3x^2 + 7x + 14 when x = -2.,2,01c625dd419491fd50a278ff98158877166e9d469e8098801da2d44e18d2e063 | 577e5c1a1036432abc0ad1685c29814bc22f0895738222c3d3433a1a158b044a
pattern_cdd46c1cb393a917,Evaluate 3x^{n} + 7x - {n} when x = -{n}.,Evaluate 3x^2 + 7x - 10 when x = -5.,2,c13a014694d8c3c26873831e5b3e3fcef787bc05bd4488f1d9a77752a2a1603f | 2bb7e41c3ea695aea21db93becc4e8abd90ec747930ef8c71dcc2cf123cbb3ad
pattern_2b14bda34cff002a,Evaluate 3x^{n} + 8x + {n} when x = -{n}.,Evaluate 3x^2 + 8x + 19 when x = -1.,2,6aa664e7e4d30b4ac2ed7f02287ece1e4254622b52671b30eff73a4320b83148 | f5d9c564802b1429199edcc2e2867b8b3d9727dce43f374b2b4f005c0afa1fe6
pattern_3bb32c07cd9ce22a,Evaluate 3x^{n} + 8x - {n} when x = -{n}.,Evaluate 3x^2 + 8x - 1 when x = -1.,2,42e866fec0a04d9b348cf42271595acbe37292775e40f30f76598458b5ec2598 | 7716900bd11407d4b03f30dbde138557db3aaa3cddd723a4a4b45710b494f348
pattern_844c354831349d13,Evaluate 3x^{n} + 9x - {n} when x = {n}.,Evaluate 3x^2 + 9x - 11 when x = 2.,2,6a02d0343c43d459d8b4912bfc57ee246dc4dfcc2581a05a1dffc086c0503eb7 | 46d2d504cc0de520f90ce76be5304f313385a4a8e0dc43f7f4373267947200c4
pattern_ab6e6766ed5f2b59,Evaluate 3x^{n} - 2x + {n} when x = -{n}.,Evaluate 3x^2 - 2x + 1 when x = -3.,2,138100301af6048c9d033b35d0314840f0812bb5c66a205bfa5877da777434a0 | 09f9d8df258d5a53bc7295ceff7fc9a86d8d52de5da9b29918749c077cd73f27
pattern_378ca337a531615a,Evaluate 3x^{n} - 3x + {n} when x = -{n}.,Evaluate 3x^2 - 3x + 10 when x = -4.,2,298c6b780906fc000875100672afa3d67231101c36095624bc6c33d7aa02834f | fcb9723fa41be0edc193b3136d431864af079f73023add967aadf618fc4ec3da
pattern_b87ed29a6805b7c7,Evaluate 3x^{n} - 4x - {n} when x = {n}.,Evaluate 3x^2 - 4x - 20 when x = 1.,2,8908ee3a7a4e95be5358bfcc760eea44a77add7890fe7e2861e048d449fd389d | fe29c70039484a273899da7a0dca88bf667964a06eb4e871401dce10d7fe9089
pattern_434744f4ae6e9c55,Evaluate 3x^{n} - 6x + {n} when x = -{n}.,Evaluate 3x^2 - 6x + 11 when x = -2.,2,25c652bb8527b9dcba9211c2dec749c0814d0fd169eba3d881607309301f79e3 | 57982cd2622ec8a61d296b86df844e0e5d0b27b4297be38fc2f810133f0d0871
pattern_eb1e0b3f14ff698e,Evaluate 3x^{n} - 7x + {n} when x = {n}.,Evaluate 3x^2 - 7x + 15 when x = 3.,2,2b669c8ef43ff8298a6f04d517744c1ccf66134121e21734d14c2997a367dd28 | 4ea6a4bbde41bc2d77ee62e536fa7464b480c50477534ccec6f065a3f8e2f500
pattern_1618d277b75d7c29,Evaluate 3x^{n} - 8x - {n} when x = -{n}.,Evaluate 3x^2 - 8x - 13 when x = -6.,2,45a49ea073f48f11f0aef8d0c9b894a764563da2a5b42778f5a447c7c29ca15e | 95d206f8d7f976a809ba7219fd241c4a2ddd8dc346ac52e4203b59c922c29871
pattern_1d1eac8c968046c8,Evaluate 4x^{n} + 10x - {n} when x = -{n}.,Evaluate 4x^2 + 10x - 12 when x = -2.,2,cc5ab97f01f9cac0a171668b71d3c912d9ea4c9d69c72786571736302e2a6c63 | 895c73391ea5b7083b6f94a82ea9b0e804309ebbecbd0830ac0b11385c64de7c
pattern_73fe9affc5abc5ec,Evaluate 4x^{n} + 1x - {n} when x = -{n}.,Evaluate 4x^2 + 1x - 15 when x = -6.,2,de26b2326f2798a1e511e57dc4eadfa468f0f10d76652b0b100a993d1ca93985 | b966870bc48e343a1b18e1102b0e7f86ac0e7680e0ac85760f46d323a785c9a0
pattern_20f0d294a767acef,Evaluate 4x^{n} + 1x - {n} when x = {n}.,Evaluate 4x^2 + 1x - 13 when x = 2.,2,33e1f8f3d1d53e0023b2366e6b508b9e5e75a553149ff7504ef7e16b81c843cb | d31840a74960bee2b40d7a4942624d1d92cc089bb38fdce0bbbeb83cbed6d3af
pattern_c346c29d69bdd366,Evaluate 4x^{n} + 2x - {n} when x = -{n}.,Evaluate 4x^2 + 2x - 15 when x = -6.,2,b18107103e938d921ca2f1c6e86d9d07f379e1392c7fc3844bca5dfa12bf36e6 | f8e1ed327f2780213db2febb6bf487836e0d9152d5e6fcb7f3769d596b20e53d
pattern_7219293b96a07053,Evaluate 4x^{n} + 4x - {n} when x = -{n}.,Evaluate 4x^2 + 4x - 16 when x = -2.,2,6b8b8c57158dbb1c96855bacf6ee246885c2e856f2deebe9523fd04d2dd85198 | 3d824b32f5ecaaa3bee00940d672d7c3522843279dfbc5c36b8415d1c9e8c77a
pattern_5b09281e7c6941b9,Evaluate 4x^{n} + 5x - {n} when x = -{n}.,Evaluate 4x^2 + 5x - 1 when x = -2.,2,22b906c37411c3997abaeb5ce8b2c5d91a74faa8a6e54b8cf3dad7883c5c7380 | 8fc2ba63f26a214ad08dc2621791bb121ee249efcdd83d540d43c7652ca278e2
pattern_2426982cbc36861b,Evaluate 4x^{n} + 5x - {n} when x = {n}.,Evaluate 4x^2 + 5x - 12 when x = 1.,2,fb4811daa75424e89226849e8cc79bff38227b578c3228ef4059d2b4c3821556 | 8bf6ea7e962ec4698eaef819eff6d96c77e371e2e3e571c9ec54f44668ab2463
pattern_cee37b3dd1484c54,Evaluate 4x^{n} + 8x - {n} when x = -{n}.,Evaluate 4x^2 + 8x - 5 when x = -4.,2,a304a0dc82c00f40a3e03b78d3f9054cfcbf92760901a87b581bbcbb3b4ea038 | 6c7fc8d139e978e9e97946afcf97535dc1921b990a2081ff86b338129773f73d
pattern_f3b3c769b0d8cb99,Evaluate 4x^{n} + 9x - {n} when x = {n}.,Evaluate 4x^2 + 9x - 1 when x = 2.,2,7d44ca65167c030e3c96633ef1661aef6084a56f27f5e537f811357f3a87b2e6 | 009d34af291cd824c0dde9c891f526b053db633e1511a9c31fff6c095bb27a58
pattern_9f0af568d265f4f0,Evaluate 4x^{n} - 10x - {n} when x = {n}.,Evaluate 4x^2 - 10x - 15 when x = 4.,2,07f5954c2c0ff1074836520f3792d3064e41c4413e5b112a405ebe6726e698de | e63178575448a9a279508cf17f0605e71215cb8fc96f6e65a7e99efc280e8bd0
pattern_382fc28d0b55a454,Evaluate 4x^{n} - 1x - {n} when x = -{n}.,Evaluate 4x^2 - 1x - 6 when x = -3.,2,a7232c46ed06b54d829cd21b4438c13645c07c4d5fb2433f97b518dc929a0e67 | 052a9210c7823b0cd74be492498208c730db4d0d8996bceaf4335989ec564c3e
pattern_199852a0a5a8142b,Evaluate 4x^{n} - 2x - {n} when x = {n}.,Evaluate 4x^2 - 2x - 14 when x = 6.,2,9c28050bec3dc95783dced7b7883b14ab08c921b97d15b610eeaea936eb2533d | a4979bd18e6dfcef4429fb3e9bbe4b539d55e7a65d1f868d98da9ac985cf6395
